全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考
122033,,市川市,セブンイレブン市川大野町三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜｵｵﾉﾏﾁｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市大野町3丁目1739-1,千葉県,市川市,大野町3丁目,1739-1,,35.75779017,139.9557437,,,店舗内,(047)338-6859,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南行徳三丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐｷﾞｮｳﾄｸｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市南行徳3丁目2-1,千葉県,市川市,南行徳3丁目,2月1日,,35.6708411,139.9012635,,,店舗内,(047)398-7178,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川南大野二丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾐﾅﾐｵｵﾉﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市南大野2丁目4-25,千葉県,市川市,南大野2丁目,4月25日,,35.74453037,139.952637,,,店舗内,(047)337-8121,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン市川八幡二丁目店,ｾﾌﾞﾝｲﾚﾌﾞﾝｲﾁｶﾜﾔﾜﾀﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市八幡2丁目12-3,千葉県,市川市,八幡2丁目,12月3日,,35.72092264,139.9284946,,,店舗内,(047)333-7317,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,セブンイレブン原木中山店,ｾﾌﾞﾝｲﾚﾌﾞﾝﾊﾞﾗｷﾅｶﾔﾏﾃﾝ,,,,千葉県市川市田尻3丁目11-15,千葉県,市川市,田尻3丁目,11月15日,,35.70469653,139.9390767,,,店舗内,(047)377-0708,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート本八幡駅南口店,ﾌｧﾐﾘｰﾏｰﾄﾓﾄﾔﾜﾀﾐﾅﾐｸﾞﾁﾃﾝ,,,,千葉県市川市南八幡4丁目15-16,千葉県,市川市,南八幡4丁目,15-16,,35.71838633,139.9256468,,,店舗内,(047)376-7211,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川南大野二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾐﾅﾐｵｵﾉﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市南大野2丁目2-29,千葉県,市川市,南大野2丁目,2-29,,35.74465877,139.9555789,,,店舗内,(047)303-5554,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート南行徳三丁目店,ﾌｧﾐﾘｰﾏｰﾄﾐﾅﾐｷﾞｮｳﾄｸｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市南行徳3丁目3-20,千葉県,市川市,南行徳3丁目,3月20日,,35.66955958,139.9024297,,,店舗内,(047)306-8281,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川高谷店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｺｳﾔﾃﾝ,,,,千葉県市川市高谷1626-1,千葉県,市川市,高谷,1626-1,,35.69453576,139.9447757,,,店舗内,(047)329-7745,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川湊新田二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾐﾅﾄｼﾝﾃﾞﾝﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市湊新田2丁目9-12,千葉県,市川市,湊新田2丁目,9月12日,,35.67754069,139.9121124,,,店舗内,(047)306-7172,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川インター店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｲﾝﾀｰﾃﾝ,,,,千葉県市川市東大和田1丁目24-23,千葉県,市川市,東大和田1丁目,24-23,,35.71322718,139.9234544,,,店舗内,(047)393-6007,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川大洲店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｵｵｽﾃﾝ,,,,千葉県市川市大洲2丁目8-32,千葉県,市川市,大洲2丁目,8-32,,35.71711937,139.9110796,,,店舗内,(047)393-7221,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川若宮店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾜｶﾐﾔﾃﾝ,,,,千葉県市川市若宮3丁目50-19,千葉県,市川市,若宮3丁目,50-19,,35.72763727,139.9570991,,,店舗内,(047)303-8511,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川福栄店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾌｸｴｲﾃﾝ,,,,千葉県市川市福栄3丁目10-10,千葉県,市川市,福栄3丁目,10月10日,,35.67207357,139.9109725,,,店舗内,(047)701-6778,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート東京医科歯科大学店,ﾌｧﾐﾘｰﾏｰﾄﾄｳｷｮｳｲｶｼｶﾀﾞｲｶﾞｸﾃﾝ,,,,千葉県市川市国府台2丁目8-28,千葉県,市川市,国府台2丁目,8月28日,,35.74644855,139.9045513,,,店舗内,(047)374-8120,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマートサクマ南行徳駅店,ﾌｧﾐﾘｰﾏｰﾄｻｸﾏﾐﾅﾐｷﾞｮｳﾄｸﾃﾝ,,,,千葉県市川市相之川4丁目17-2,千葉県,市川市,相之川4丁目,2月17日,,35.67238788,139.9019647,,,店舗内,(047)357-3902,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川国府台店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｺｳﾉﾀﾞｲﾃﾝ,,,,千葉県市川市国府台5丁目26-6,千葉県,市川市,国府台5丁目,6月26日,,35.75261407,139.9019652,,,店舗内,(047)318-5788,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川二俣店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾌﾀﾏﾀﾃﾝ,,,,千葉県市川市二俣1丁目6-12,千葉県,市川市,二俣1丁目,6月12日,,35.70616245,139.9501434,,,店舗内,(047)320-5251,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート京成八幡駅前店,ﾌｧﾐﾘｰﾏｰﾄｹｲｾｲﾔﾜﾀｴｷﾏｴﾃﾝ,,,,千葉県市川市八幡3丁目3-1,千葉県,市川市,八幡3丁目,3月1日,,35.72337206,139.9277894,,,店舗内,(047)325-6551,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川宝二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾀｶﾗﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市宝2丁目15-4,千葉県,市川市,宝2丁目,4月15日,,35.67977614,139.9246923,,,店舗内,(047)701-0261,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川曽谷一丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｿﾔｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市曽谷1丁目20-21,千葉県,市川市,曽谷1丁目,20-21,,35.74300228,139.9380211,,,店舗内,(047)318-5888,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート行徳駅前四丁目店,ﾌｧﾐﾘｰﾏｰﾄｷﾞｮｳﾄｸｴｷﾏｴﾖﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市行徳駅前4丁目14-12,千葉県,市川市,行徳駅前4丁目,12月14日,,35.67607055,139.9157484,,,店舗内,(047)306-7575,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川相之川二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｱｲﾉｶﾜﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市相之川2丁目6-19,千葉県,市川市,相之川2丁目,6月19日,,35.67753222,139.898619,,,店舗内,(047)306-7300,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川大野駅前店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｵｵﾉｴｷﾏｴﾃﾝ,,,,千葉県市川市大野町2丁目205,千葉県,市川市,大野町2丁目,205,,35.75323002,139.9517698,,,店舗内,(047)303-6966,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川八幡二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾔﾜﾀﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市八幡2丁目8-13,千葉県,市川市,八幡2丁目,8月13日,,35.72150337,139.92957,,,店舗内,(047)302-7231,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート薬ヒグチ行徳駅前公園店,ﾌｧﾐﾘｰﾏｰﾄｸｽﾘﾋｸﾞﾁｷﾞｮｳﾄｸｴｷﾏｴｺｳｴﾝﾃﾝ,,,,千葉県市川市行徳駅前4丁目22-1,千葉県,市川市,行徳駅前4丁目,1月22日,,35.67915903,139.9145915,,,店舗内,(047)356-4359,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川新井一丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｱﾗｲｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市新井1丁目6-8,千葉県,市川市,新井1丁目,6月8日,,35.67660696,139.8927307,,,店舗内,(047)701-6011,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート本八幡駅西店,ﾌｧﾐﾘｰﾏｰﾄﾓﾄﾔﾜﾀｴｷﾆｼﾃﾝ,,,,千葉県市川市八幡3丁目6-6,千葉県,市川市,八幡3丁目,6月6日,,35.72161356,139.9256594,,,店舗内,(047)314-0861,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川入船店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｲﾘﾌﾅﾃﾝ,,,,千葉県市川市入船14-1,千葉県,市川市,入船,1月14日,,35.6774068,139.920597,,,店舗内,(047)701-3955,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川駅東店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｴｷﾋｶﾞｼﾃﾝ,,,,千葉県市川市新田5丁目18-13,千葉県,市川市,新田5丁目,18-13,,35.72871095,139.9102107,,,店舗内,(047)323-0279,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川行徳街道店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｷﾞｮｳﾄｸｶｲﾄﾞｳﾃﾝ,,,,千葉県市川市相之川1丁目1-7,千葉県,市川市,相之川1丁目,1月7日,,35.68173487,139.8996801,,,店舗内,(047)306-8500,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川東菅野店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾋｶﾞｼｽｶﾞﾉﾃﾝ,,,,千葉県市川市東菅野3丁目29-3,千葉県,市川市,東菅野3丁目,3月29日,,35.73308704,139.9316633,,,店舗内,(047)302-7221,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川北方二丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｷﾀｶﾀﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市北方2丁目24-13,千葉県,市川市,北方2丁目,24-13,,35.72421183,139.9429289,,,店舗内,(047)302-7611,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川曽谷七丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｿﾔﾅﾅﾁｮｳﾒﾃﾝ,,,,千葉県市川市曽谷7丁目32-7,千葉県,市川市,曽谷7丁目,Jul-32,,35.74846515,139.9245876,,,店舗内,(047)372-8634,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川高谷一丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｺｳﾔｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市高谷1丁目3-11,千葉県,市川市,高谷1丁目,3月11日,,35.701361,139.9386999,,,店舗内,(047)314-2115,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川宮久保店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾐﾔｸﾎﾞﾃﾝ,,,,千葉県市川市宮久保3丁目36-12,千葉県,市川市,宮久保3丁目,Dec-36,,35.73674487,139.9340406,,,店舗内,(047)374-7004,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川大野町四丁目店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｵｵﾉﾖﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市大野町4丁目2475-1,千葉県,市川市,大野町4丁目,Jan-75,,35.75484613,139.9705396,,,店舗内,(047)337-3939,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川南大野店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾐﾅﾐｵｵﾉﾃﾝ,,,,千葉県市川市南大野1丁目40,千葉県,市川市,南大野1丁目,40,,35.74336919,139.9514611,,,店舗内,(047)303-7225,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川駅南口店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｴｷﾐﾅﾐｸﾞﾁﾃﾝ,,,,千葉県市川市市川南1丁目10-1-213,千葉県,市川市,市川南1丁目,10-1-213,,35.72887677,139.9071235,,,店舗内,(047)325-7137,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川欠真間店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｶｹﾏﾏﾃﾝ,,,,千葉県市川市欠真間1丁目4-10,千葉県,市川市,欠真間1丁目,4月10日,,35.67909668,139.9021153,,,店舗内,(047)701-4700,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川北インター東店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｷﾀｲﾝﾀｰﾋｶﾞｼﾃﾝ,,,,千葉県市川市東国分2丁目2-1,千葉県,市川市,東国分2丁目,2月1日,,35.74474353,139.9222438,,,店舗内,(047)300-5051,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川駅北店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜｴｷｷﾀﾃﾝ,,,,千葉県市川市市川1丁目13-32,千葉県,市川市,市川1丁目,13-32,,35.73151939,139.9082068,,,店舗内,(047)325-5415,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川真間店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾏﾏﾃﾝ,,,,千葉県市川市真間1丁目12-4,千葉県,市川市,真間1丁目,12月4日,,35.73228008,139.9108209,,,店舗内,(047)325-7461,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ファミリーマート市川妙典駅店,ﾌｧﾐﾘｰﾏｰﾄｲﾁｶﾜﾐｮｳﾃﾞﾝｴｷﾃﾝ,,,,千葉県市川市富浜1丁目2-10,千葉県,市川市,富浜1丁目,2月10日,,35.69172977,139.9250528,,,店舗内,(047)307-1270,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン南行徳駅北口店,ﾛｰｿﾝﾐﾅﾐｷﾞｮｳﾄｸｴｷｷﾀｸﾞﾁﾃﾝ,,,,千葉県市川市相之川4丁目6-18,千葉県,市川市,相之川4丁目,6月18日,,35.67341844,139.9015002,,,店舗内,(047)395-2112,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川塩浜店,ﾛｰｿﾝｲﾁｶﾜｼｵﾊﾏﾃﾝ,,,,千葉県市川市塩浜4丁目2-3-102,千葉県,市川市,塩浜4丁目,2-3-102,,35.66200063,139.9136658,,,店舗内,(047)303-3454,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン妙典南口店,ﾛｰｿﾝﾐｮｳﾃﾞﾝﾐﾅﾐｸﾞﾁﾃﾝ,,,,千葉県市川市妙典4丁目9-32,千葉県,市川市,妙典4丁目,9-32,,35.69192563,139.9279523,,,店舗内,(047)315-7590,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン行徳駅前二丁目店,ﾛｰｿﾝｷﾞｮｳﾄｸｴｷﾏｴﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市行徳駅前2丁目22-10,千葉県,市川市,行徳駅前2丁目,10月22日,,35.68199825,139.9119968,,,店舗内,(047)329-2300,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川福栄三丁目店,ﾛｰｿﾝｲﾁｶﾜﾌｸｴｲｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市福栄3丁目5-14,千葉県,市川市,福栄3丁目,5月14日,,35.67436577,139.9087034,,,店舗内,(047)312-6337,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川南行徳一丁目店,ﾛｰｿﾝｲﾁｶﾜﾐﾅﾐｷﾞｮｳﾄｸｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市南行徳1丁目19-5,千葉県,市川市,南行徳1丁目,5月19日,,35.67114966,139.9024132,,,店舗内,(047)303-3114,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川東大和田ＴＤＫ前店,ﾛｰｿﾝｲﾁｶﾜﾋｶﾞｼｵｵﾜﾀﾞﾃｨｰﾃﾞｨｰｹｰﾏｴﾃﾝ,,,,千葉県市川市東大和田2丁目15-10,千葉県,市川市,東大和田2丁目,10月15日,,35.71577667,139.9214978,,,店舗内,(047)379-4139,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソン市川塩浜駅前店,ﾛｰｿﾝｲﾁｶﾜｼｵﾊﾏｴｷﾏｴﾃﾝ,,,,千葉県市川市塩浜2丁目3-10,千葉県,市川市,塩浜2丁目,3月10日,,35.66657492,139.9238395,,,店舗内,(047)306-9551,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソンストア100市川欠真間店,ﾛｰｿﾝｽﾄｱﾋｬｸｲﾁｶﾜｶｹﾏﾏﾃﾝ,,,,千葉県市川市欠真間1丁目3-8 ｻﾝﾎﾜｲﾄ行徳,千葉県,市川市,欠真間1丁目,3月8日,ｻﾝﾎﾜｲﾄ行徳,35.67948869,139.9033144,,,店舗内,(047)306-8599,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソンストア100市川大野駅前店,ﾛｰｿﾝｽﾄｱﾋｬｸｲﾁｶﾜｵｵﾉｴｷﾏｴﾃﾝ,,,,千葉県市川市大野町2丁目1421-4,千葉県,市川市,大野町2丁目,1421-4,,35.75441222,139.9520489,,,店舗内,(047)303-5699,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ローソンストア100市川南三丁目店,ﾛｰｿﾝｽﾄｱﾋｬｸｲﾁｶﾜﾐﾅﾐｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川南3丁目1-20ｼﾃｨｺｱ･ﾌﾄﾞｳ市川,千葉県,市川市,市川南3丁目,1月20日,ｼﾃｨｺｱ･ﾌﾄﾞｳ市川,35.72925347,139.9047676,,,店舗内,(047)329-3499,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ本八幡駅南口店,ﾃﾞｲﾘｰﾔﾏｻﾞｷﾓﾄﾔﾜﾀｴｷﾐﾅﾐｸﾞﾁﾃﾝ,,,,千葉県市川市南八幡4丁目2-3,千葉県,市川市,南八幡4丁目,2月3日,,35.72070144,139.9267807,,,店舗内,(047)376-1300,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ大洲二丁目店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｵｵｽﾆﾁｮｳﾒﾃﾝ,,,,千葉県市川市大洲2丁目1-16,千葉県,市川市,大洲2丁目,1月16日,,35.71587284,139.9132536,,,店舗内,(047)370-4333,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキアクティオーレ市川店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｱｸﾃｨｵｰﾚｲﾁｶﾜﾃﾝ,,,,千葉県市川市市川1丁目4-17,千葉県,市川市,市川1丁目,4月17日,,35.7292024,139.9090927,,,店舗内,(047)326-8211,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川駅前店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜｴｷﾏｴﾃﾝ,,,,千葉県市川市市川1丁目7-7,千葉県,市川市,市川1丁目,7月7日,,35.72970461,139.9082063,,,店舗内,(047)324-6517,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,ニューヤマザキデイリーストア市川一丁目店,ﾆｭｰﾔﾏｻﾞｷﾃﾞｲﾘｰｽﾄｱｲﾁｶﾜｲｯﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川1丁目8-11,千葉県,市川市,市川1丁目,8月11日,,35.73010425,139.9069479,,,店舗内,(047)324-2611,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ大門通り店,ﾃﾞｲﾘｰﾔﾏｻﾞｷﾀﾞｲﾓﾝﾄﾞｵﾘﾃﾝ,,,,千葉県市川市市川1丁目13-15,千葉県,市川市,市川1丁目,13-15,,35.73197477,139.9070461,,,店舗内,(047)322-2303,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川下貝塚三丁目店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜｼﾓｶｲﾂﾞｶｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市下貝塚3丁目18-18,千葉県,市川市,下貝塚3丁目,18-18,,35.74105226,139.9481372,,,店舗内,(047)372-7722,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川南三丁目店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜﾐﾅﾐｻﾝﾁｮｳﾒﾃﾝ,,,,千葉県市川市市川南3丁目14-33,千葉県,市川市,市川南3丁目,14-33,,35.7307375,139.9016389,,,店舗内,(047)322-7825,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川国府台店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜｺｳﾉﾀﾞｲﾃﾝ,,,,千葉県市川市市川4丁目4-17,千葉県,市川市,市川4丁目,4月17日,,35.7399105,139.9037252,,,店舗内,(047)375-3050,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川二俣新町店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜﾌﾀﾏﾀｼﾝﾏﾁﾃﾝ,,,,千葉県市川市二俣678-67,千葉県,市川市,二俣,678-67,,35.69482324,139.9561246,,,店舗内,(047)327-0660,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川大野駅前店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜｵｵﾉｴｷﾏｴﾃﾝ,,,,千葉県市川市大野町3丁目105,千葉県,市川市,大野町3丁目,105,,35.75459227,139.9515046,,,店舗内,(047)338-5351,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
122033,,市川市,デイリーヤマザキ市川二俣新町駅前店,ﾃﾞｲﾘｰﾔﾏｻﾞｷｲﾁｶﾜﾌﾀﾏﾀｼﾝﾏﾁｴｷﾏｴﾃﾝ,,,,千葉県市川市二俣新町3丁目4,千葉県,市川市,二俣新町3丁目,4,,35.69165089,139.9598491,,,店舗内,(047)328-5355,,,,,,,,,,,,,https://www.city.ichikawa.lg.jp/pub01/0000458290.html,,,,,,
